timestamp,Robin_public_Carolina,Robin_lodging_Dorthy,Robin_education_Zenia,Robin_office_Dina,Robin_education_Derick,Robin_education_Della,Robin_education_Leslie,Robin_office_Sammie,Robin_education_Mercedes,Robin_education_Julius,Robin_education_Lashandra,Robin_education_Lizbeth,Robin_office_Gayle,Robin_office_Shirlene,Robin_education_Madeline,Robin_lodging_Phillip,Robin_education_Jasper,Robin_office_Wai,Robin_education_Terrance,Robin_lodging_Elmer,Robin_office_Addie,Robin_education_Cecilia,Robin_education_Kiera,Robin_lodging_Pricilla,Robin_education_So,Robin_office_Maryann,Robin_office_Serena,Robin_education_Derrick,Robin_education_Megan,Robin_office_Adolph,Robin_office_Lindsay,Robin_education_Takako,Robin_lodging_Oliva,Robin_office_Victor,Robin_education_Margarito,Robin_public_Cami,Robin_education_Kristopher,Robin_education_Billi,Robin_lodging_Celia,Robin_office_Donald,Robin_assembly_Colleen,Robin_office_Soledad,Robin_education_Audrea,Robin_office_Saul,Robin_lodging_Donna,Robin_office_Antonina,Robin_office_Erma,Robin_office_Zelma,Robin_lodging_Renea,Robin_lodging_Armand,Robin_education_Karyl,Robin_lodging_Janie,Shrew_office_Sherill,Shrew_office_Rose,Shrew_office_Nora,Shrew_office_Katherine,Shrew_office_Ila,Shrew_office_Doug,Shrew_office_Doris,Shrew_office_Lin,Shrew_office_Kenneth,Mouse_health_Buddy,Mouse_health_Modesto,Mouse_lodging_Vicente,Mouse_health_Justin,Mouse_health_Ileana,Mouse_health_Estela,Mouse_science_Micheal
2016/1/1 10:00,101.25,28.7,130.25,26.7551,473.5,0.7492,752.75,71.25,162.406,295.6,350.3673,73.8,41.2959,16.0408,319.2857,54.6,140.7,169.3,276.9,65,13.5,32.6122,47.6071,53.7,403.0867,250.4,49.3,334.7844,182.5306,18.8699,56.1276,157,34.4,32,438.4082,25.2143,93.6,41.8,38.3,144.1224,29.25,15.875,172.4567,13.5,17.3571,354.6,11.5,106.2041,62.6,32.9107,20.5496,171.0974,247,10.5,193.3,48.8,115,66.3,163.3,341,20.9,17.6449,820.4295,40,686.0335,62,306,336.4486
2016/1/1 11:00,98.875,36.9,132.5,26.7551,492.5,0.7492,738.75,70,170.844,292.2,350.3673,74.6,41.2959,16.0408,319.2857,54.2,141,169.9,279.2,74.3,13.6,32.6122,48.1071,57.9,403.0867,247.3,48.9,334.7844,182.5306,18.8699,56.1276,157.3,36.6,32.5,438.4082,25.2143,93.6,43.7,41.9,144.1224,31,18.312,172.4567,13.6,17.3571,360.2,11.6,106.2041,66.2,32.9107,20.5496,177.4974,245,12.5,199.2,49.3,114.5,66.3,162.2,350.7,21.3,17.6449,821.758,30,701.5365,62,309,336.4486
2016/1/1 12:00,101.938,41.5,136.5,26.7551,484,0.7492,745,74.75,169.914,293.6,350.3673,75.8,41.2959,16.0408,319.2857,52.6,139.7,166.7,270.8,79.4,13.5,32.6122,48.6071,57.5,403.0867,234.7,49.4,334.7844,182.5306,18.8699,56.1276,158.2,38.8,33,438.4082,25.2143,91.5,43.7,47,144.1224,30,15,172.4567,13.1,17.3571,363.2,11.7,106.2041,68.1,32.9107,20.5496,174.9974,243.5,11.3,196.1,50.8,117.1,66.6,160.6,346.5,21.3,17.6449,824.098,40,696.8865,60,309,336.4486
2016/1/1 13:00,102.875,48,138.25,26.7551,491,0.7492,755.75,74.5,171.899,289.4,350.3673,75.8,41.2959,16.0408,319.2857,50.4,138,170.3,274.2,78.3,13.5,32.6122,48.1071,56.5,403.0867,234.3,48.5,334.7844,182.5306,18.8699,56.1276,158.7,38.5,32.5,438.4082,25.2143,91.9,44.1,47.4,144.1224,30.75,17.657,172.4567,13.2,17.3571,359.7,11.7,106.2041,65.5,32.9107,20.5496,180.3974,244.5,11.3,194,50.7,118,66.7,166.3,339.6,20.6,17.6449,824.6675,40,695.811,60,316,336.4486
2016/1/1 14:00,102.812,40.8,140.5,26.7551,492.5,0.7492,745.75,80,168.367,287,350.3673,75.2,41.2959,16.0408,319.2857,52.4,139.8,168.5,270.2,86.5,13.3,32.6122,48.6071,57.4,403.0867,226.9,48.7,334.7844,182.5306,18.8699,56.1276,158.8,37.5,33,438.4082,25.2143,94.6,44.8,44.5,144.1224,30.5,15.375,172.4567,13,17.3571,356.8,11.6,106.2041,67.9,32.9107,20.5496,181.3974,242.5,11.1,196.8,49.5,117.9,67.7,162.4,342.1,20.1,17.6449,817.6505,30,697.373,60,315,336.4486
2016/1/1 15:00,108.875,38,137.75,26.7551,466.5,0.7492,749.25,74.25,166.398,295,350.3673,75.8,41.2959,16.0408,319.2857,52.5,137.4,164.5,269.4,78.3,13.8,32.6122,49.1071,62.1,403.0867,224.7,49.8,334.7844,182.5306,18.8699,56.1276,160.9,44.2,33.5,438.4082,25.2143,96.8,46.9,42.5,144.1224,30.75,14.593,172.4567,13.8,17.3571,358.8,11.7,106.2041,68.9,32.9107,20.5496,178.1974,239,12.3,195.7,49.2,118.8,68.6,161.1,340.1,20.4,17.6449,820.0665,40,702.2495,61,303,336.4486
2016/1/1 16:00,106.937,38.7,135.75,26.7551,506.5,0.7492,738.5,76.5,166.86,293.8,350.3673,74.8,41.2959,16.0408,319.2857,52.3,140.7,164.9,267.2,87,13.6,32.6122,49.1071,64.7,403.0867,229.7,47.4,334.7844,182.5306,18.8699,56.1276,158.1,42.7,33.5,438.4082,25.2143,98.3,45.4,42.8,144.1224,30.75,17.157,172.4567,13.3,17.3571,356.2,11.6,106.2041,71.2,32.9107,20.5496,191.8974,249,12.7,196.4,50,119.9,68.3,166.6,334.2,21.3,17.6449,819.8725,40,689.7565,61,319,336.4486
2016/1/1 17:00,110.001,45.2,139.75,26.7551,482,0.7492,744.75,78.25,172.867,293.2,350.3673,74.4,41.2959,16.0408,319.2857,53.6,139.7,162.1,267.9,79.7,13.6,32.6122,49.1071,68.9,403.0867,228.8,43.2,334.7844,182.5306,18.8699,56.1276,157.4,40.2,33.5,438.4082,25.2143,97.9,44.1,41.3,144.1224,30.25,14.25,172.4567,13.6,17.3571,353.6,11.7,106.2041,71.5,32.9107,20.5496,177.0974,248,10.5,186.7,49.5,119.8,67.9,168.7,315.2,20.6,17.6449,819.094,30,654.4835,60,326,336.4486
2016/1/1 18:00,114.437,55,131,26.7551,488,0.7492,726.5,77.5,172.414,277.4,350.3673,75.2,41.2959,16.0408,319.2857,55.1,138.8,134.3,264.3,85.4,13.5,32.6122,48.1071,71,403.0867,218.6,42.9,334.7844,182.5306,18.8699,56.1276,153.8,43.7,32.5,438.4082,25.2143,98.4,22.9,48.5,144.1224,30,14.437,172.4567,13.7,17.3571,344.2,11.6,106.2041,73.5,32.9107,20.5496,185.2974,240,9.4,183.4,49.8,120.3,68,156.9,318.9,20.7,17.6449,817.8005,40,629.5195,60,314,336.4486
2016/1/1 19:00,110.375,55.4,125,26.7551,479.5,0.7492,668.25,79.25,169.867,278.2,350.3673,75.2,41.2959,16.0408,319.2857,57.2,138.1,109,262.7,86.9,13.6,32.6122,47.6071,74.3,403.0867,228,40.4,334.7844,182.5306,18.8699,56.1276,148.4,40.5,32,438.4082,25.2143,96.9,18.5,48.9,144.1224,30.25,17.25,172.4567,13.5,17.3571,345.4,11.6,106.2041,74.5,32.9107,20.5496,185.5974,234.5,9.2,179.1,51.4,120.5,68,150,301.2,19.8,17.6449,818.9005,40,623.43,55,305,336.4486
2016/1/1 20:00,110.375,46.1,108.75,26.7551,491,0.7492,629,70.75,175.859,239.4,350.3673,74.2,41.2959,16.0408,319.2857,60.2,139.3,102.4,264,91.3,13.6,32.6122,48.6071,72.6,403.0867,222.8,40.1,334.7844,182.5306,18.8699,56.1276,148.4,44,33,438.4082,25.2143,96.8,18,51.4,144.1224,30.75,13.313,172.4567,13.6,17.3571,343.2,11.6,106.2041,72.1,32.9107,20.5496,169.7974,232,8.1,168.7,49.7,116.8,67.2,146.5,302.6,19.5,17.6449,811.9385,30,617.648,52,300,336.4486
2016/1/1 21:00,106.562,40.9,107.75,26.7551,475,0.7492,630.25,61.75,170.875,239,350.3673,73.8,41.2959,16.0408,319.2857,60.7,139,96.2,263.4,82.7,14,32.6122,46.6071,72,403.0867,224.4,38.1,334.7844,182.5306,18.8699,56.1276,150.2,42.2,31,438.4082,25.2143,96.8,17.7,50.7,144.1224,30.75,15.5,172.4567,13,17.3571,331.5,11.5,106.2041,69.8,32.9107,20.5496,184.1974,232.5,8.6,113.4,49.4,116.3,65.5,146.2,308.4,18.3,17.6449,806.5705,40,605.0515,50,296,336.4486
2016/1/1 22:00,102.813,38.1,107.75,26.7551,473,0.7492,625,62.25,169.868,232.8,350.3673,73.6,41.2959,16.0408,319.2857,57.3,137.8,94.9,258.7,91.1,13.6,32.6122,45.6071,73.2,403.0867,223.4,37.6,334.7844,182.5306,18.8699,56.1276,148.6,37.7,30,438.4082,25.2143,95.4,19.8,48.8,144.1224,29.5,16.718,172.4567,12.8,17.3571,327.8,11.4,106.2041,66.8,32.9107,20.5496,160.0974,217.5,8.8,103.4,50.1,115.9,65,146.7,310.7,18.7,17.6449,773.77,40,580.0885,50,288,336.4486
2016/1/1 23:00,87.562,38.6,105.25,26.7551,463.5,0.7492,623.75,66,159.351,232.4,350.3673,72.8,41.2959,16.0408,319.2857,55.1,136.5,95,253.5,86.8,13.4,32.6122,45.1071,64.1,403.0867,224.6,37.3,334.7844,182.5306,18.8699,56.1276,149.3,36.6,29.5,438.4082,25.2143,96.4,20.4,39,144.1224,29.75,9.125,172.4567,13,17.3571,323.1,11.2,106.2041,62.2,32.9107,20.5496,168.7974,216,8.8,101.5,49.6,115.8,65,146.1,306.5,18.4,17.6449,790.643,30,568.553,49,282,336.4486
2016/1/2 0:00,51,33.5,80.5,26.3776,455,0.7492,530.5,53.75,161.649,256.4,340.1837,101.2,39.148,16.0204,321.774,52.5,135,93,255.3,89.5,14,31.8061,37.9286,66.9,396.1684,222.4,36.8,327.5213,173.2653,18.094,51.4388,135.5,36,22.5,438.7041,24.767,95.2,22.2,39.7,126.5612,21.75,6.625,171.6663,12.7,19.5536,322,10.5,99.102,63.3,31.8303,21.6517,165.8107,210.5,7.3,98.3,47.7,117.7,64.4,144.9,290.4,16.4,17.6449,788.8825,40,600.2,50,288,336.4486
2016/1/2 1:00,92.438,28.2,133.5,26.3776,449,0.7492,729,62,178.156,258.2,331.1837,103,38.398,15.7704,312.1429,51.6,137,94.2,254.6,75,13.7,30.3061,50.5536,65.9,413.4184,218.7,36.1,326.7052,168.7653,18.56,55.3138,150.5,30.2,36.5,439.2041,24.8571,95.6,19.3,39.5,132.5612,36,11,173.4783,13,16.9286,326,9.5,101.602,60.7,31.5803,20.9017,168.9617,211,8.5,104.4,49.7,115.8,65,145.9,297.3,15.7,17.6449,779.124,20,585.789,47,284,336.4486
2016/1/2 2:00,72.187,23.9,106.75,26,454,0.7492,614.25,49.5,167.86,257.2,309,102.4,39.75,15.25,307.25,51.2,137.4,93.3,251,66.3,13.8,24,41.25,56.5,388.75,221.4,36,308.062,159,19.062,54.625,147.4,27,29,435.5,25.75,94.6,18.5,35.5,118,27,9.907,172.75,13.1,15.75,321.9,9.2,95.5,57.5,28.625,20.6287,142.8,211.5,7.4,100.5,50.6,115.3,64.8,144.5,295.8,14.8,17.6449,770.199,30,587.673,49,288,336.4486
2016/1/2 3:00,73.375,20.6,106.25,27,454,0.7492,618,50.5,160.359,256.8,309,104,43.75,15.25,305.75,50.9,135.6,93.4,252.3,63.4,13.8,24.5,43,48.5,398.312,217.5,36,317.563,154.5,18.813,50.25,142.5,25.9,29.5,436,28,93.9,18.6,33.2,114.5,25.75,8.843,169.5,12.8,14.875,320.5,9,98,55.1,26.375,21.3157,133.737,210,6.8,101.3,48.9,113.8,64.6,145.3,300.3,15.3,17.6449,768.35,30,581.835,47,288,336.4486
2016/1/2 4:00,72.75,18.4,109.25,27,459.5,0.7492,623,52,174.359,255.4,316,105.6,42.5,15.5,228.5,50.1,136.2,94.7,247.2,59.9,13.9,24.5,42.625,48.6,392.188,214.5,35.8,292.187,157,15.7917,58,143.7,25.9,29.5,435.5,21.4464,93.5,18.6,32.5,115.75,25.25,8.594,172.437,12.8,14.375,327,9,97,51.7,25.813,21.8167,133.925,208,7.9,107.6,49.4,114.2,64.8,142.6,298.8,14.2,17.6449,774.141,20,586.382,48,282,336.4486
2016/1/2 5:00,72.813,17.3,109,27,468,0.7492,613.5,55.75,173.36,253.2,310,106,42,16,324.2622,50.3,136.9,93,247,58.4,14,27,42,51.2,395.562,216,35.7,315.0671,164.5,17.3181,55.875,138.3,24.6,29,436.5,24.3197,93.9,16.4,31.4,112.5,25.5,8.875,186.875,12.8,14.125,329.1,8.9,95,52,25.5,22.0657,140.525,223.5,5.9,132.8,49.5,114.7,64.8,147.4,296.9,16.8,17.6449,773.685,30,592.599,48,284,336.4486
2016/1/2 6:00,74.688,17.2,107.75,26.5,484,0.7492,610.25,55.5,167.859,256,305,105.2,39.25,15.75,324.2622,49.5,136.6,92.8,249.9,54.3,13.7,21,41.625,58.3,395.563,213.2,35.6,316.0981,162.5,17.3181,59,141.3,25.3,28.5,434.5,24.3197,93.8,16.8,31.5,112,25.25,7.5,174.125,12.8,13.25,331.3,8.9,99,60.9,28.312,22.5667,155.563,204,6.4,133.5,50.1,117.1,64.9,144.8,300.9,18.2,17.6449,771.15,30,596.458,48,287,336.4486
2016/1/2 7:00,70.312,18.7,120.25,26,483,0.7492,630.75,59.75,176.344,260,315,105.2,40,16,324.2622,50.8,137.7,98.3,250.6,56.7,13.7,41,40.125,62.2,399.125,208.3,38.1,311.2241,164,17.3181,57.375,144.7,27.3,28,437,24.3197,93.9,17.7,33.8,112.75,26,12.281,171.438,13.3,13.125,340.2,9.5,96.5,64.7,28,22.9407,140.637,207,8.1,167.5,51.6,120.2,64.6,144.3,306.7,17.1,17.6449,769.781,30,593.893,48,286,336.4486
2016/1/2 8:00,97.938,18.1,120.75,26.5,485.5,0.7492,694.25,87.5,176.352,262.8,386,106.6,41,15.75,324.2622,50.4,136.9,108.3,251,59.9,13.4,40.5,40.5,60.8,396.187,217.1,46.9,312.2247,156.5,17.3181,60,143.9,28.5,28,434,24.3197,93.8,27,33.6,112.5,26.75,10.407,172,12.9,13.375,353,17.7,94,65.2,27.938,21.8787,163.175,208,7.5,162,50.5,125,65.2,153.5,317.8,16.9,17.6449,788.55,30,652.419,49,298,336.4486
2016/1/2 9:00,97.499,24.7,120,27,477,0.7492,739,59.25,169.343,268,383,105.6,45,15.25,324.2622,50.8,137.6,126.5,254.8,63.4,13.6,36,41.625,57.5,395.375,217.7,45,313.6022,162.5,17.3181,59.625,146.6,29.3,28,435.5,24.3197,94.1,43.9,33.2,120.5,26,17.031,170.062,12.9,15.5,344.3,23.5,116.5,61.7,33.187,24.3787,153.088,209,7.7,170.9,49.1,123.5,63.4,153.2,316.4,16.9,17.6449,802.967,40,698.181,50,296,336.4486
2016/1/2 10:00,101.376,29.8,120,27.5,479,0.7492,744,58.5,172.836,269.4,389,106.4,44.5,16,324.2622,50.4,135.5,128.6,251.3,69.5,13.8,35,42.625,54.1,398.875,220.9,45,316.2272,172.5,17.3181,58,145.4,32.7,28.5,437,24.3197,95.1,43.3,35.1,126.25,27.25,8.281,172.063,12.8,18.25,351.8,24.1,120.5,65.7,33.688,24.3167,143.612,208,10.6,183.9,49.3,121.5,62.7,148.2,308.3,15.5,17.6449,812.675,40,730.543,51,303,336.4486
2016/1/2 11:00,100.749,36.3,121,28,489.5,0.7492,746.5,58.5,165.891,267.4,387,107,46,16.25,324.2622,52.2,136.6,131.9,257.8,69.8,13.7,35,45.375,53.7,397.563,218.5,47.7,318.2582,176.5,17.3181,54.125,143.5,36.3,30,440,24.3197,97.4,45.4,37.9,129.5,44.5,8.656,189.437,12.9,19,356.5,24.6,122,66.1,35.125,24.0037,163.75,211,12.9,189.9,49,120.7,63.1,149.4,305.8,22.3,17.6449,815.086,30,745.231,50,305,336.4486
2016/1/2 12:00,101.625,36.2,122.25,27.5,486,0.7492,748.5,63.5,171.859,265.8,391,107.8,45.75,15.75,324.2622,54.4,136.3,131.7,254.5,76.5,13.8,37.5,46.25,55.6,397.125,215,48.1,327.1012,181,17.3181,49.875,141.6,34.7,30.5,452,24.3197,95.8,43.6,40,129.25,49,8.563,175.25,12.7,18.375,366.7,22.6,124,69,34.875,25.1907,170.963,210.5,16.2,192.3,49.1,121.4,63.1,150.8,303,15.5,17.6449,811.883,40,767.65,51,307,336.4486
2016/1/2 13:00,101.876,43.8,126,27.5,486,0.7492,745,64.5,180.36,266.4,388,108.4,47,16.5,324.2622,54.2,137.1,122.1,248.4,77.7,13.8,37.5,46.375,61.3,400.937,214.4,48.2,327.4152,162.5,17.3181,51.5,142.7,37.5,30.5,449,24.3197,95.1,44,40.1,129,46.5,7.594,174.25,12.9,19,362.7,19.6,127,66.7,35.062,23.9417,191.837,208.5,14.3,194.5,49,124.8,62.7,155.5,311.5,15.7,17.6449,816.404,40,760.652,49,308,336.4486
2016/1/2 14:00,102.937,41.8,122,28,493,0.7492,738.75,72,175.398,265.8,387,107,45.5,15.75,324.2622,52.8,136.4,120.9,250.4,75.6,13.7,36.5,49.875,60,399.313,215.9,48.6,324.7582,162,17.3181,51.875,135.1,42.6,31,443.5,24.3197,94.5,43.9,39.2,121.25,46,7.406,173.813,12.8,20.25,372.9,17.9,125,68.2,35.813,22.8787,177.2,208,14,186.1,50.2,119.9,63.1,157.9,315.9,17.4,17.6449,809.528,40,747.526,51,314,336.4486
2016/1/2 15:00,106,39.4,122.5,27.5,494.5,0.7492,753.25,66.75,176.906,269.6,396,108.6,45.5,15.75,324.2622,52.9,136.1,119.7,250.3,73.9,13.8,39.5,49,56.6,400.625,216.5,47.4,325.9762,154,17.3181,50,135.4,42.5,31,447,24.3197,94.8,43,39.8,124.75,45.75,9.062,174.062,12.8,17.75,360.6,16.8,124.5,71.2,37.562,23.0037,169.838,206.5,14.2,180,48.8,118.2,64.2,149.4,300.9,22.4,17.6449,808.579,30,748.636,50,314,336.4486
2016/1/2 16:00,105.125,38.1,123.5,27.5,493.5,0.7492,755.25,76.5,178.36,272.6,400,108.2,46.75,15.5,324.2622,52.6,138.2,120.1,256,76.6,13.7,36,50,64.2,403.5,212,47.9,331.3212,150,17.3181,52.875,133.3,37.3,31,444,24.3197,95.3,42.7,40.4,122.5,46.75,7.344,176.375,13,20.5,360.8,14.7,127.5,69.3,35.688,23.8787,170.962,210.5,12.9,178.8,48.9,121.4,64.8,151.5,296.6,21,17.6449,807.189,40,752.168,49,327,336.4486
2016/1/2 17:00,105.687,44.1,123.25,28.5,497,0.7492,742.75,74.5,173.343,273.2,393,110.2,45.25,15.75,324.2622,55,139,116.4,259.7,84.6,14,37.5,48.75,60.5,400.5,220.5,47,323.8202,142.5,17.3181,51.375,134.2,35.8,30,447.5,24.3197,95.4,43.5,41.6,123.5,47.25,9.156,189.938,12.9,22,359.9,12.1,123,67.4,35.625,25.0037,182.225,212.5,6.5,175.7,48.8,124.8,64.5,155.2,294.3,17.7,17.6449,806.107,40,735.533,49,326,336.4486
2016/1/2 18:00,107.375,46.8,122.25,28,491.5,0.7492,728.75,78.5,179.844,272.2,393,109.4,45,16,324.2622,54.9,137.8,115.9,260.7,101.9,14.2,37.5,48.875,58.6,398.125,217,44.4,320.6962,147.5,17.3181,50.875,124.5,38.2,30.5,440,24.3197,95.1,34.2,40.8,122,46.75,7.157,172,13,23.625,355.3,11.8,118,71.1,36,23.5657,182.85,212,6.7,150.3,49.1,116.1,64.6,156.2,300.3,16.3,17.6449,808.746,30,706.935,49,320,336.4486
2016/1/2 19:00,106.251,55.1,112.25,28,491,0.7492,728.5,78.5,170.399,273.8,385,108,42.75,16.5,324.2622,53.9,138.5,109.3,255.7,91.2,14.1,38,49.25,63.8,395.312,215.1,42.1,316.5082,141.5,17.3181,48,123.6,44,31,441,24.3197,93.2,17.3,42.3,108.75,29.25,13.593,177.5,13,20.875,350.4,11.8,116,71.8,39.375,23.8787,183,209,6.5,138,48.9,119.3,65.5,150.3,293.8,14.6,17.6449,805.955,40,683.437,49,317,336.4486
